vendor,api_slug,class,reason,removed,readd_condition,evidence_source
swaggerhub.procesar1,biometricos-recuperacionnip,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar1,biometricos-validacionfirmaelectronica,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.qsi-swagger,api-atendente-web,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.qsi-swagger,api-atttendance-energisa,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.qsi-swagger,app-client-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.quiputech,api.osm,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.quiputech,api.visadirect,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.racsystems,aplicativo-vendas,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.ram.grandhi,apis-for-apis-admin,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.ram.grandhi,apis-for-apis-publisher,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.ram.grandhi,apis-for-apis-store,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.resharmonics-apis,accountapihttp,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.resharmonics-apis,accountingapihttpreceiver,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.rjericho,alerter,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.rjericho,bitzor,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.romankubasov,apiwelbexserviceusers,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.salesautowaysnet,autonow-it,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.salesautowaysnet,autonow-pt,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.sandipchandra,accountsapi,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.santanense,apis-ematex,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.santanense,apis-santanense,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.scalalearning,api-pagos-inscripcion,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.semcompany-ae4,apicontatos,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.semcompany-ae4,apicontatos2,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.siegmergius,accounts,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.siegmergius,authenticate,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.siegmergius,bills,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.smartersorting,boss-location-management,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.sura-panama,assistance-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.sura-panama,blobstore-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.susannah,anomaly-federal,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.susannah,anomaly-federal-aerial-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.swaggerquiputech,api.authorization,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.swaggerquiputech,api.mpos,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.swaggerquiputech,api.voucher,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.telkomdev-reva,baleku-reservation-service,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tesistianonimi,api-swagger2-0,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tesistianonimi,api-web-app-regione,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.test4364,apio-auth,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.test4364,apio-auth3,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.test4364,apio-auth4,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.testorg1233322,asyncapi-multisearch-request,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.testorg1233322,asyncapi-singlesearch-schemas,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tomhatch,api-demo.juyo-intra.com,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tomhatch,api-dev.juyo-intra.com,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tralixrd,abnerapi,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tralixrd,b2b-rest,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.trin,account,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.trin,assets,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tsorfano,api-gbtp-boletos-de-terceiros,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.tsp7,agente-virtual-tsp,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.usac93,ams,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.usac93,authentication,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.viking-sasquatch,24-seven-fees-estimates-experience-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.viking-sasquatch,24-seven-fees-ramquest-experience-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.viking-sasquatch,24-seven-fees-ui-experience-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api-yape,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz); public API is consolidated portal not this,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.antifraud,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.confirmation,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.data.financial,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.ecommerce,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.keymanagement,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.merchant,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.order.management,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.pagoefectivo,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.approverequest,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.changeproduct,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.deaffiliateproduct,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getaffiliation,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getaffiliationbyid,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getbatch,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getbatchbyid,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getchargebyid,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.getproductsbymerchantid,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.modifyaffiliated,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.modifycharge,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.registerproduct,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.requestproduct,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.recurrence.suspendcharge,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal per-operation microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.security,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.tokenization,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.updater.visanet,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.visanet.autorizathion.recurrence,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec typo-named (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.visanetperu,api.visanet.validate,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal microservice spec (VisaNet Peru/Niubiz),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.vonix-tecnologia,api-billing-calls,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal API; Vonix is a contact-center vendor with no public self-serve API program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.vonix-tecnologia,api-summaries,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal API; Vonix is a contact-center vendor with no public self-serve API program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.waikit-1,api-v1,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.waikit-1,apiv,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.wwg-integration,3pl,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
